,IMEI,年龄,性别,大致消费水平,终端品牌,终端型号,月银行短信通知次数,使用汽车类APP的PV数,使用理财类APP的PV数,使用股票类APP的PV数,交往圈规模,是否有跨省行为,是否有出国行为,访问购物类网站的次数,访问IT类网站的次数,访问餐饮类网站的次数,访问房产类网站的次数,访问健康类网站的次数,访问金融类网站的次数,访问旅游类网站的次数,访问体育类网站的次数,访问汽车类网站的次数,访问时事类网站的次数,访问社会类网站的次数,访问文娱类网站的次数,访问招聘类网站的次数,访问教育类网站的次数,访问其他类网站的次数,访问网游类网站的次数
231,2febb55ffc0134c7427d82b59266bdcd,51,女,低,苹果,A1530,28,0,0,0,35,否,否,10,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,d739d0a98ebcb778cda094c574d5a699,17,男,高,欧珀,OPPOR7SF,0,0,0,0,30,是,否,10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
233,08ddd9f593ffe517021e8e32a81de7ff,42,男,低,华为,HUAWEI G750-T00,0,0,0,0,4,否,否,4174,1260.0,1.0,0.0,0.0,2316.0,14.0,0.0,0.0,62.0,0.0,16.0,0.0,14.0,0.0,95.0
234,3792b531177d92e4f90f454d1baf1472,29,女,中,苹果,A1431,8,0,0,0,12,是,否,5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,76c4bbbdd52676cbb1947df54120621a,59,男,低,苹果,A1524,40,0,0,0,28,否,否,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,3df7abb11512e8a8ecb94083a7389a42,17,男,中,苹果,IPAD(A1454),0,0,0,0,0,是,否,322,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,2.0,3.0,2.0,0.0,112.0
237,3ff588d5cc6e707921419ad0b74cc78e,37,男,中,华为,E5372S-32,0,0,0,0,0,是,否,51,414.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,161.0,2.0,6.0,0.0,0.0,0.0,0.0
238,05eb3c09cf91e350f143e44472702cd2,28,男,低,苹果,IPHONE5S(A1533),42,0,0,0,25,否,否,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
239,9fa611e897ea66ba59f9be42e596417b,17,男,低,SIMCOM,"SIM5350H-E,SIM5350M-E,SIM5350L-E",0,0,0,0,0,是,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,94a64ca4541db77aacb8d7363457e749,51,男,中,苹果,A1524,190,0,0,27,87,否,否,7,132.0,0.0,0.0,0.0,37.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
241,51a3284cc3668a5f12b1ba500e7f3288,42,女,低,小米,2013012,0,0,0,0,15,否,否,127,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,3.0
242,07b6e949fff254f2841094e0a2939346,44,男,中,三星,GT-N7102,0,0,0,0,0,是,否,665,567.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,11.0,0.0,6.0
243,94bf6dc0cbaa26bd9d5eb7c5ab4700ac,29,男,中,苹果,IPHONE6S(A1688),30,0,0,0,61,是,否,31,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
244,a0cea04879796f995904b98b5f49e4b8,39,女,低,苹果,A1586,0,0,0,0,18,否,否,1259,412.0,0.0,29.0,0.0,34.0,0.0,0.0,319.0,157.0,12.0,0.0,0.0,30.0,0.0,12.0
245,b9f748deda23185ccd95a50ac31596c7,59,男,中,华为,H60-L02,46,0,0,0,57,是,否,17,16.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,6463273ff0a47da05fb06617b7eb1c05,17,不详,低,华为,MU509,0,0,0,0,0,是,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,72f38068e90a7113d96016c8a6aa0f84,17,男,低,SIMCOM,"SIM5350H-E,SIM5350M-E,SIM5350L-E",0,0,0,0,0,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,9af4f36df2c74931bb3bd27847c83ae3,37,不详,低,CIB,MEXIKO-NAD6200CHN,0,0,0,0,9,是,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,13315e0398f56603801a37a4bfc003c0,17,男,低,CIB,MEXIKO-NAD6200CHN,0,0,0,0,0,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,2c41e45d22fd1605a01fa59dca6eb49c,30,男,低,中兴,BEELINEE400,0,0,0,0,2,否,否,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
251,9ecd80136a332bfeda5cf9978ab11087,47,男,低,三星,GT-I9500,440,0,0,0,196,是,否,177,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,13.0
252,4f03d98a7a6b02ee6d7218fe5f65da8d,不详,不详,中,苹果,IPAD(A1567),0,0,0,0,0,否,否,2,130.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,d0299b9787f143688c913a41735f3127,39,男,中,华为,E5220S-1,0,0,0,0,0,否,否,75,308.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,250.0,0.0,9.0
254,a54ab4ee8276e9c1e748309eacaae423,33,男,低,小米,2014021,0,0,0,0,3,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,1f2d197e289c4704654d435de9d8cf70,59,男,中,三星,GT-I9220,38,0,0,0,95,是,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,e1c7589896089b803061cb6a03874c86,17,男,低,CIB,MEXIKO-NAD6200CHN,0,0,0,0,11,是,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,2fb40694daad0394bc5d124b9b4a7731,41,男,中,华为,E3533S-2,0,0,0,0,0,是,否,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,db394f3ce76cfc0667f021f12efb90d4,17,男,低,SIMCOM,"SIM5350H-E,SIM5350M-E,SIM5350L-E",0,0,0,0,0,是,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,e5c2648919f0453d80772917104bb297,34,男,低,苹果,A1586,36,0,0,0,12,否,否,278,143.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
260,17ba0d4eca47fc44fa9806fc6d0b2d28,29,男,高,苹果,A1530,30,0,0,0,98,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,9a805a9b2b19e6b3e34a7b402259f26f,22,男,低,**,**,32,0,0,0,43,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,a69e3bd929d9466910bcd063d671289e,34,男,低,华为,HUAWEI U9508,0,0,0,0,10,否,否,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
263,147581198ef0963d121e77ec10d3d2a7,30,男,中,苹果,A1429,76,0,0,845,22,否,否,41,375.0,0.0,1.0,0.0,863.0,0.0,2.0,0.0,4.0,22.0,0.0,0.0,0.0,0.0,311.0
264,86b95e1f3d8761161600538ae6f6f0f5,41,男,高,苹果,A1530,6,0,0,0,74,是,否,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,7bee7cbeba88b0d80f46f9d23ba8589e,39,男,低,苹果,A1700,32,0,0,0,212,是,否,0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,0a883edd5b523e1488c413be1a76df12,30,男,中,普联,TL-TR861,0,0,0,0,0,否,否,1447,189.0,0.0,0.0,0.0,21.0,155.0,6.0,9.0,0.0,0.0,0.0,0.0,26.0,0.0,43.0
267,04f968baa26bcbc8e77087416a9efbf5,35,女,中,苹果,A1530,30,0,0,0,54,否,否,286,147.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,15.0
268,15bafccfab9da514cea35eb71f990c76,21,男,低,小米,2014816,0,0,0,0,0,否,否,186,1323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,289.0
269,3b4702c470416ef77cfe1727dba7e28f,34,女,中,华为,"EC3372-871,EC5373U-819",0,0,0,0,0,是,否,55,170.0,0.0,0.0,0.0,1.0,42.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0
270,e356ac1a6e7b216d162ed46d2a1f11b3,34,男,中,苹果,IPADMINI(A1490),0,0,0,0,0,否,否,3,812.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,2e301e33240da15784b21cdeacc77b29,17,男,低,SIMCOM,"SIM5350H-E,SIM5350M-E,SIM5350L-E",0,0,0,0,0,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,71c1e3b28a0157c5e65ac51b835be999,17,女,中,苹果,A1524,0,0,0,0,2,否,否,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,c8ad9fac05353fafcfd9bff80faf9e34,48,男,高,小米,2013029,0,0,0,0,125,是,否,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
274,13392e11717b3475d688b51ed71c604d,28,男,中,苹果,A1524,308,0,0,0,304,是,否,83,42.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0
275,6250842dffc5fa7389a9b20f5c962f11,不详,不详,中,华为,E5220S-1,0,0,0,0,0,是,否,2572,2375.0,0.0,98.0,5.0,156.0,13.0,0.0,0.0,0.0,0.0,24.0,0.0,22.0,0.0,104.0
276,07d7f310cb60fbabde58cec01d1120e7,70,男,中,三星,SM-N7506V,156,0,0,4,57,是,否,92,34.0,0.0,0.0,0.0,24.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0
277,6080ae2274c328fd1122a38f917a3d62,42,男,低,努比亚,NX505H,0,0,0,0,11,否,否,337,845.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,16.0
278,90aac781723f2c10e56ae22a89904ae1,66,女,低,三星,GT-N7102,48,0,0,0,12,是,否,2,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,fcec83366b532542b6411b3aaf9c4339,17,男,低,SIMCOM,"SIM5350H-E,SIM5350M-E,SIM5350L-E",0,0,0,0,0,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,d0e0d6ac54e2ffe25ee00d7b73e326fb,17,男,低,ERICSSON,F5521GW,0,0,0,0,0,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,2930ebb46a5c2abf9a754c016c1c0e0a,54,男,低,苹果,A1586,6,0,0,0,17,否,否,333,564.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,25.0,0.0,84.0
282,a324a519c1af42f3dc6c97c2b289eb50,25,男,中,三星,SM-N9200,76,0,0,0,19,否,否,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,3e2586fc8b85e2158c53588cd632f06c,49,男,低,欧珀,OPPO R830S,6,0,0,0,3,否,否,102,589.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,55.0
284,38d0570ef704357540b765fb910afb5f,28,男,中,三星,SM-N900,40,0,0,0,0,否,否,0,26.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,f52ed9f4eb1879345eff0aac92534486,42,男,低,三星,GT-I9082i,10,0,0,0,35,是,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,ba2a3096167d15b3cfd69ea3570ed164,29,男,中,小米,2013029,72,0,0,377,63,是,否,485,191.0,0.0,0.0,0.0,428.0,40.0,0.0,0.0,31.0,85.0,0.0,301.0,124.0,0.0,149.0
287,d00f0cdca07055f4499e680aae25e8e0,17,男,低,CIB,MEXIKO-NAD6200CHN,0,0,0,0,10,是,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,7a1056daecb8d2b512ab9a1cd3e00774,24,女,中,华为,E3533S-2,0,0,0,0,0,否,否,2342,1023.0,0.0,2.0,0.0,199.0,0.0,2.0,0.0,803.0,10.0,24.0,0.0,2701.0,0.0,38.0
289,64790b8a7eff6641af775f30b52ef283,61,女,低,三星,GT-N7100,76,0,0,0,36,是,否,218,104.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,14.0
290,261bbd141bdff167ef4201836d786384,24,女,中,NOTKNOWN,MODULEMO110D,0,0,0,0,0,否,否,4,385.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0
291,cecc9c54766531538b70d58815f101d3,33,女,中,苹果,A1528,0,0,0,0,0,是,否,0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,0ee8b1095ba8367756162436906b63f8,50,女,中,苹果,A1396,0,0,0,771,0,否,否,139,388.0,0.0,0.0,0.0,785.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,29.0,0.0,0.0
293,b6f06c14a9607330294af856fdec93f8,31,女,中,苹果,A1700,94,0,0,0,51,否,否,48,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0
294,6469c85f13cbb692e9f0360a3f884c6e,17,不详,低,华为,MU509,0,0,0,0,0,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,68bce7765d418f7bbddfee15ab7e700e,17,男,中,华为,HUAWEI SC-UL10,0,0,0,0,0,是,否,1221,319.0,0.0,0.0,0.0,0.0,0.0,44.0,62.0,0.0,0.0,0.0,0.0,32.0,0.0,21.0
296,f0f38daa91bd5e7280a3008f74b93783,37,男,低,苹果,PT2408,0,0,0,0,0,否,否,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,b1fb9fa43d6b5e5319c6de8f5f0f18aa,47,男,中,苹果,A1332,36,0,0,6,37,否,否,1,1390.0,0.0,0.0,0.0,771.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
298,832d9789d9db57ceceec8ab7a3df2b9d,25,女,中,苹果,A1530,68,0,0,0,34,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,8bf2189f3cea54d75b6ce63506e98d01,不详,男,高,苹果,A1526,114,0,0,0,120,否,否,919,326.0,0.0,0.0,0.0,68.0,19.0,0.0,0.0,10.0,5.0,0.0,0.0,14.0,0.0,9.0
300,0c2afcaea8f63fe4fb458467eeb8ce2f,31,女,中,三星,GT-I9300,2,0,0,0,26,否,否,45,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,b2f6516feb6ae1b8bbf4d0aab4d3bf1d,33,男,中,华为,HUAWEI RIO-UL00,0,0,0,0,31,是,否,639,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,38.0,0.0,9.0
302,2943ea9f1aa9b981694813d5a0a8a79d,31,女,中,苹果,A1586,50,0,0,0,32,否,否,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,724cba9d73f8e516fc945cdf6c3d4cfc,54,女,低,小米,2015617,10,0,0,0,8,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,bdafe86b17e0ad045de14dfcab014c48,27,男,中,苹果,A1429,86,98,0,0,12,否,否,33,1020.0,0.0,0.0,0.0,8.0,0.0,0.0,234.0,0.0,1.0,0.0,0.0,21.0,0.0,5.0
305,7ec9deb6a2c6f5c816c8589b47f3f59a,27,男,中,三星,GT-N7100,14,0,0,0,35,是,否,45,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,53.0
306,861ab4579edb8cae98f35a6fc37904c6,34,男,低,小米,2014021,48,0,0,0,22,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0
307,80ebc63ab8f3d668b5c24387e58dc2ed,35,男,中,三星,GT-I8262,90,0,0,237,32,否,否,2634,639.0,2.0,22.0,70.0,837.0,0.0,0.0,2.0,834.0,5.0,12.0,1747.0,432.0,0.0,55.0
308,5826981527baf00bb45bec83a304d4ba,37,男,中,NOTKNOWN,HAMEH630U,0,0,0,0,0,否,否,82,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.0,9.0,0.0,0.0,0.0,0.0,2.0
309,01b620a529f69ba1a3c25633b3e1e8d7,29,男,高,苹果,IPHONE6S(A1688),62,0,0,0,116,是,否,0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,18bb7d115205a6d64c330a05fa3a1be8,34,男,中,华为,E5220S-1,0,0,0,0,0,否,否,124,1396.0,0.0,0.0,0.0,33.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0
311,96d72071f605066f03c0c8ef6f002be8,25,女,低,魅族,M040,114,0,0,0,22,否,否,1442,873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0
312,c0205ef5f671c7a2661dad5f029f5ec3,45,女,低,魅族,M040,64,0,0,0,38,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,8969d020eaf2c2a0cdeb849fb3caef5c,64,男,中,魅族,M463U,2,0,0,0,26,否,否,94,405.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0
314,c653bf68eabf561033c5bda0458a3cc9,26,男,中,苹果,A1528,28,0,0,0,24,否,否,454,340.0,0.0,0.0,0.0,315.0,1.0,0.0,3.0,3.0,11.0,0.0,160.0,8.0,0.0,310.0
315,a9ba29632ea7d4f3b6f0879702c4f0d2,37,不详,低,华为,EM770W,0,0,0,0,0,是,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,854cbdbfcab4cdb3561492ed540ee19f,34,女,高,小米,2013062,0,0,0,0,8,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,4f5fecd1a04c18706bf6ca8b8dbfbbdb,35,男,中,锤子,YQ601,2,0,0,6,14,是,是,190,88.0,0.0,0.0,0.0,6.0,219.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,0.0,1.0
318,04aa2f4b9225253d1bb4e0e61af5d65d,39,女,高,小米,2014616,0,0,0,0,55,是,否,28,141.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,15.0
319,5ad88a14477a40e8f3490eada6ae17e8,43,女,中,三星,SM-G925I,66,0,0,0,144,否,否,170,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0
320,e9eb9a7a3bf937cc84a50657f0d7a978,34,男,低,苹果,A1429,0,0,0,0,31,是,否,90,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,26.0
321,7bf26027e763cce8bd80e615c1b0037f,30,男,中,锤子,SM701,82,0,0,0,81,否,否,240,135.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,31.0,0.0,11.0
322,a4240e5138fc7d9405c6e24650a4590d,46,男,中,索尼,XL39h,0,0,0,14,0,是,否,28,69.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0
323,3d94cbd530142b04c96f1d7167764242,28,男,中,普联,TL-TR861,0,0,0,0,0,否,否,0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,77527015a02ad599ac75e558244e73a1,63,男,低,WIZARPOS,WIZARHANDQ1,0,0,0,0,0,否,否,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,b3973361f608906fba8dc5810e070d02,54,男,低,酷派,Coolpad 8675-FHD,6,0,0,0,29,是,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,b07354bd814cb3667dc548e85a6bee89,17,不详,低,华为,MU509,0,0,0,0,0,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,83ff5ecdf237c689eeac0e1c8cddca47,34,男,低,LG,LG-P503,0,0,0,0,12,是,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,64246d9a380a71a4831c437c5cb193a2,27,女,高,苹果,A1699,66,0,0,0,74,是,否,368,783.0,0.0,0.0,0.0,7.0,205.0,0.0,0.0,83.0,10.0,0.0,20.0,30.0,0.0,62.0
329,6d59f71f1c85fa0f05697a828da65c66,34,男,高,苹果,A1699,8,0,0,0,14,是,否,0,27.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
330,889123835ba081a562232ebf9fc54af9,29,女,中,华为,E5573S-856,0,0,0,0,0,否,否,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,0ac3e8c8d2f2308908e3715334b3a30f,36,女,低,华为,HUAWEI ALE-UL00,18,0,0,0,45,否,否,1540,301.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,13.0
332,de541ce6b4017d6144e864330a262fff,67,女,中,索尼,ST26i,0,0,0,0,11,否,否,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,e795c8fa7c900a1cf942522b4a5213d3,45,男,中,苹果,A1332,6,0,0,0,115,否,否,0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,8c1f0936a87cceac5c7596ed1940040a,36,男,低,魅族,M040,0,0,0,0,35,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,adc8c822a2c4ebbd7fd597d77b478805,22,女,中,普耐尔,Lenovo TAB 2 A10-70LC,0,0,0,0,0,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,d5809d08049052470a226866f0d022b9,38,男,中,华为,E3372H-153,0,0,0,6,0,否,否,15,34.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,bed07c9fa4392c6bfb2e71960ce59b9a,23,女,高,苹果,IPHONE6SPLUS(A1687),200,0,0,0,106,是,否,1023,569.0,0.0,0.0,0.0,6.0,31.0,0.0,0.0,39.0,12.0,0.0,0.0,32.0,0.0,20.0
338,1e4a65326601fb267ecbbd1eb296a5ca,21,女,中,宏达,HTC M9pw,0,0,0,0,19,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,a5e4ae8b910711f91964db5f6f5c8050,37,不详,低,CIB,MEXIKO-NAD6200CHN,0,0,0,0,34,是,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,306e79d7f41152a188bf0ed1a90b82c0,39,男,中,苹果,A1586,0,0,0,0,98,否,否,16,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
341,4c66e210ac31e26763d2f8b946f68baa,17,男,低,SIMCOM,"SIM5350H-E,SIM5350M-E,SIM5350L-E",0,0,0,0,0,是,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,69ddf5d77ec47f79415b3e13db9869c3,37,不详,低,中兴,ZTEMG3732,0,0,0,0,5,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,8df946a94bbb4eceb87e8fd2a1aefc7a,46,男,中,魅族,M463U,18,0,0,0,41,否,否,10,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,117.0
344,d45bd3a975ae27e772a17420daa25c2e,20,女,低,苹果,A1586,24,0,0,0,29,否,否,0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,aec9587d96331dd9d5d94f207cfcd5bf,43,女,低,华为,HUAWEI GRA-UL00,0,0,0,0,0,否,否,1030,300.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,354.0
