airlineCode	flightCourse	seatClass	price	flightType	goStartDate	goExpirationDate	goDepartureAirport	goArrivalAirport	goFlightNoInclude	goFlightNoExclude	goFlightCycle	priceLevel	smallestAdvancingDay	biggestAdvancingDay	earliestIssueTicketDate	latestIssueTicketDate	modifyTime	param1	Createdate
MU	TCZ-PEK	Z	2470	0	2016/5/19	2020/12/31	TCZ	PEK			"3,4,5,7"	YZ2MWHDH	59	88	2016/5/19	2016/5/19	43:06.9	"0831/1959,"	45:27.7
MU	TCZ-PEK	Z	2470	0	2016/5/19	2020/12/31	TCZ	PEK			"1,2,6"	YZ2MWLDH	59	88	2016/5/19	2016/5/19	43:06.9	"0831/1959,"	45:27.7
MU	TCZ-PVG	Z	900	0	2016/5/19	2020/12/31	TCZ	PVG			"1,2,6"	YZ35WLDL	34	58	2016/5/19	2016/5/19	43:06.9	"2000/2359,0000/0830,"	45:27.7
MU	TCZ-PVG	Z	900	0	2016/5/19	2020/12/31	TCZ	PVG			"1,2,6"	YZ28WLDL	27	33	2016/5/19	2016/5/19	43:06.9	"2000/2359,0000/0830,"	45:27.7
MU	TCZ-PVG	Z	900	0	2016/5/19	2020/12/31	TCZ	PVG			"1,2,6"	YZ14WLDL	13	19	2016/5/19	2016/5/19	43:06.9	"2000/2359,0000/0830,"	45:27.7
MU	TCZ-PVG	Z	900	0	2016/5/19	2020/12/31	TCZ	PVG			"1,2,6"	YZ21WLDL	20	26	2016/5/19	2016/5/19	43:06.9	"2000/2359,0000/0830,"	45:27.7
MU	TCZ-PVG	Z	950	0	2016/5/19	2020/12/31	TCZ	PVG			"1,2,6"	YZ3MWLDL	89	365	2016/5/19	2016/5/19	43:06.9	"2000/2359,0000/0830,"	45:27.7
MU	TCZ-PVG	Z	950	0	2016/5/19	2020/12/31	TCZ	PVG			"1,2,6"	YZ2MWLDL	59	88	2016/5/19	2016/5/19	43:06.9	"2000/2359,0000/0830,"	45:27.7
MU	TCZ-PVG	Z	950	0	2016/5/19	2020/12/31	TCZ	PVG			"1,2,6"	YZ07WLDL	6	12	2016/5/19	2016/5/19	43:06.9	"2000/2359,0000/0830,"	45:27.7
MU	TCZ-PVG	Z	980	0	2016/5/19	2020/12/31	TCZ	PVG			"3,4,5,7"	YZ35WHDL	34	58	2016/5/19	2016/5/19	43:06.9	"2000/2359,0000/0830,"	45:27.7
MU	TCZ-PVG	Z	980	0	2016/5/19	2020/12/31	TCZ	PVG			"3,4,5,7"	YZ14WHDL	13	19	2016/5/19	2016/5/19	43:06.9	"2000/2359,0000/0830,"	45:27.7
MU	TCZ-PVG	Z	980	0	2016/5/19	2020/12/31	TCZ	PVG			"3,4,5,7"	YZ28WHDL	27	33	2016/5/19	2016/5/19	43:06.9	"2000/2359,0000/0830,"	45:27.7
MU	TCZ-PVG	Z	980	0	2016/5/19	2020/12/31	TCZ	PVG			"3,4,5,7"	YZ21WHDL	20	26	2016/5/19	2016/5/19	43:06.9	"2000/2359,0000/0830,"	45:27.7
MU	TCZ-PVG	Z	1040	0	2016/5/19	2020/12/31	TCZ	PVG			"3,4,5,7"	YZ07WHDL	6	12	2016/5/19	2016/5/19	43:06.9	"2000/2359,0000/0830,"	45:27.7
MU	TCZ-PVG	Z	1040	0	2016/5/19	2020/12/31	TCZ	PVG			"3,4,5,7"	YZ3MWHDL	89	365	2016/5/19	2016/5/19	43:06.9	"2000/2359,0000/0830,"	45:27.7
MU	TCZ-PVG	Z	1040	0	2016/5/19	2020/12/31	TCZ	PVG			"3,4,5,7"	YZ2MWHDL	59	88	2016/5/19	2016/5/19	43:06.9	"2000/2359,0000/0830,"	45:27.7
MU	TCZ-PVG	Z	1070	0	2016/5/19	2020/12/31	TCZ	PVG			"3,4,5,7"	YZ35WHDH	34	58	2016/5/19	2016/5/19	43:06.9	"0831/1959,"	45:27.7
MU	TCZ-PVG	Z	1070	0	2016/5/19	2020/12/31	TCZ	PVG			"3,4,5,7"	YZ14WHDH	13	19	2016/5/19	2016/5/19	43:06.9	"0831/1959,"	45:27.7
MU	TCZ-PVG	Z	1070	0	2016/5/19	2020/12/31	TCZ	PVG			"3,4,5,7"	YZ28WHDH	27	33	2016/5/19	2016/5/19	43:06.9	"0831/1959,"	45:27.7
MU	TCZ-PVG	Z	1070	0	2016/5/19	2020/12/31	TCZ	PVG			"3,4,5,7"	YZ21WHDH	20	26	2016/5/19	2016/5/19	43:06.9	"0831/1959,"	45:27.7
MU	TCZ-PVG	Z	1070	0	2016/5/19	2020/12/31	TCZ	PVG			"1,2,6"	YZ21WLDH	20	26	2016/5/19	2016/5/19	43:06.9	"0831/1959,"	45:27.7
MU	TCZ-PVG	Z	1070	0	2016/5/19	2020/12/31	TCZ	PVG			"1,2,6"	YZ35WLDH	34	58	2016/5/19	2016/5/19	43:06.9	"0831/1959,"	45:27.7
MU	TCZ-PVG	Z	1070	0	2016/5/19	2020/12/31	TCZ	PVG			"1,2,6"	YZ28WLDH	27	33	2016/5/19	2016/5/19	43:06.9	"0831/1959,"	45:27.7
MU	TCZ-PVG	Z	1070	0	2016/5/19	2020/12/31	TCZ	PVG			"1,2,6"	YZ14WLDH	13	19	2016/5/19	2016/5/19	43:06.9	"0831/1959,"	45:27.7
MU	TCZ-PVG	Z	1140	0	2016/5/19	2020/12/31	TCZ	PVG			"3,4,5,7"	YZ07WHDH	6	12	2016/5/19	2016/5/19	43:06.9	"0831/1959,"	45:27.7
MU	TCZ-PVG	Z	1140	0	2016/5/19	2020/12/31	TCZ	PVG			"3,4,5,7"	YZ3MWHDH	89	365	2016/5/19	2016/5/19	43:06.9	"0831/1959,"	45:27.7
MU	TCZ-PVG	Z	1140	0	2016/5/19	2020/12/31	TCZ	PVG			"3,4,5,7"	YZ2MWHDH	59	88	2016/5/19	2016/5/19	43:06.9	"0831/1959,"	45:27.7
MU	TCZ-PVG	Z	1140	0	2016/5/19	2020/12/31	TCZ	PVG			"1,2,6"	YZ3MWLDH	89	365	2016/5/19	2016/5/19	43:06.9	"0831/1959,"	45:27.7
MU	TCZ-PVG	Z	1140	0	2016/5/19	2020/12/31	TCZ	PVG			"1,2,6"	YZ07WLDH	6	12	2016/5/19	2016/5/19	43:06.9	"0831/1959,"	45:27.7
MU	TCZ-PVG	Z	1140	0	2016/5/19	2020/12/31	TCZ	PVG			"1,2,6"	YZ2MWLDH	59	88	2016/5/19	2016/5/19	43:07.0	"0831/1959,"	45:27.7
MU	TCZ-SHA	Z	1580	0	2016/5/19	2020/12/31	TCZ	SHA			"1,2,6"	YZ07WLDL	6	12	2016/5/19	2016/5/19	43:07.0	"2000/2359,0000/0830,"	45:27.7
MU	TCZ-SHA	Z	1640	0	2016/5/19	2020/12/31	TCZ	SHA			"1,2,6"	YZ21WLDL	20	26	2016/5/19	2016/5/19	43:07.0	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CAN	Z	1360	0	2016/5/19	2020/12/31	PEK	CAN			"3,4,5,7"	YZ35WHDL	34	58	2016/5/19	2016/5/19	42:37.2	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CAN	Z	1390	0	2016/5/19	2020/12/31	PEK	CAN			"1,2,6"	YZ07WLDH	6	12	2016/5/19	2016/5/19	42:37.2	"0831/1959,"	45:27.7
MU	PEK-CAN	Z	1390	0	2016/5/19	2020/12/31	PEK	CAN			"3,4,5,7"	YZ07WHDH	6	12	2016/5/19	2016/5/19	42:37.2	"0831/1959,"	45:27.7
MU	PEK-CAN	Z	1410	0	2016/5/19	2020/12/31	PEK	CAN			"1,2,6"	YZ28WLDH	27	33	2016/5/19	2016/5/19	42:37.2	"0831/1959,"	45:27.7
MU	PEK-CAN	Z	1410	0	2016/5/19	2020/12/31	PEK	CAN			"3,4,5,7"	YZ28WHDH	27	33	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CAN	Z	1450	0	2016/5/19	2020/12/31	PEK	CAN			"3,4,5,7"	YZ2MWHDL	59	88	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CAN	Z	1470	0	2016/5/19	2020/12/31	PEK	CAN			"1,2,6"	YZ3MWLDH	89	365	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CAN	Z	1470	0	2016/5/19	2020/12/31	PEK	CAN			"3,4,5,7"	YZ3MWHDH	89	365	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CAN	Z	1490	0	2016/5/19	2020/12/31	PEK	CAN			"1,2,6"	YZ35WLDH	34	58	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CAN	Z	1490	0	2016/5/19	2020/12/31	PEK	CAN			"3,4,5,7"	YZ35WHDH	34	58	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CAN	Z	1580	0	2016/5/19	2020/12/31	PEK	CAN			"1,2,6"	YZ2MWLDH	59	88	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CAN	Z	1580	0	2016/5/19	2020/12/31	PEK	CAN			"3,4,5,7"	YZ2MWHDH	59	88	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CGQ	Z	350	0	2016/5/19	2020/12/31	PEK	CGQ			"1,2,6"	YZ35WLDL	34	58	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CGQ	Z	350	0	2016/5/19	2020/12/31	PEK	CGQ			"1,2,6"	YZ28WLDL	27	33	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CGQ	Z	350	0	2016/5/19	2020/12/31	PEK	CGQ			"1,2,6"	YZ14WLDL	13	19	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CGQ	Z	350	0	2016/5/19	2020/12/31	PEK	CGQ			"1,2,6"	YZ21WLDL	20	26	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CGQ	Z	370	0	2016/5/19	2020/12/31	PEK	CGQ			"1,2,6"	YZ3MWLDL	89	365	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CGQ	Z	370	0	2016/5/19	2020/12/31	PEK	CGQ			"1,2,6"	YZ2MWLDL	59	88	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CGQ	Z	370	0	2016/5/19	2020/12/31	PEK	CGQ			"1,2,6"	YZ07WLDL	6	12	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CGQ	Z	390	0	2016/5/19	2020/12/31	PEK	CGQ			"3,4,5,7"	YZ21WHDL	20	26	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CGQ	Z	390	0	2016/5/19	2020/12/31	PEK	CGQ			"3,4,5,7"	YZ28WHDL	27	33	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CGQ	Z	390	0	2016/5/19	2020/12/31	PEK	CGQ			"3,4,5,7"	YZ14WHDL	13	19	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CGQ	Z	390	0	2016/5/19	2020/12/31	PEK	CGQ			"3,4,5,7"	YZ35WHDL	34	58	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CGQ	Z	410	0	2016/5/19	2020/12/31	PEK	CGQ			"3,4,5,7"	YZ2MWHDL	59	88	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CGQ	Z	410	0	2016/5/19	2020/12/31	PEK	CGQ			"3,4,5,7"	YZ3MWHDL	89	365	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CGQ	Z	410	0	2016/5/19	2020/12/31	PEK	CGQ			"3,4,5,7"	YZ07WHDL	6	12	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CGQ	Z	420	0	2016/5/19	2020/12/31	PEK	CGQ			"1,2,6"	YZ21WLDH	20	26	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CGQ	Z	420	0	2016/5/19	2020/12/31	PEK	CGQ			"1,2,6"	YZ35WLDH	34	58	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CGQ	Z	420	0	2016/5/19	2020/12/31	PEK	CGQ			"1,2,6"	YZ28WLDH	27	33	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CGQ	Z	420	0	2016/5/19	2020/12/31	PEK	CGQ			"1,2,6"	YZ14WLDH	13	19	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CGQ	Z	420	0	2016/5/19	2020/12/31	PEK	CGQ			"3,4,5,7"	YZ14WHDH	13	19	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CGQ	Z	420	0	2016/5/19	2020/12/31	PEK	CGQ			"3,4,5,7"	YZ35WHDH	34	58	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CGQ	Z	420	0	2016/5/19	2020/12/31	PEK	CGQ			"3,4,5,7"	YZ28WHDH	27	33	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CGQ	Z	420	0	2016/5/19	2020/12/31	PEK	CGQ			"3,4,5,7"	YZ21WHDH	20	26	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CGQ	Z	450	0	2016/5/19	2020/12/31	PEK	CGQ			"1,2,6"	YZ3MWLDH	89	365	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CGQ	Z	450	0	2016/5/19	2020/12/31	PEK	CGQ			"1,2,6"	YZ07WLDH	6	12	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CGQ	Z	450	0	2016/5/19	2020/12/31	PEK	CGQ			"1,2,6"	YZ2MWLDH	59	88	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CGQ	Z	450	0	2016/5/19	2020/12/31	PEK	CGQ			"3,4,5,7"	YZ07WHDH	6	12	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CGQ	Z	450	0	2016/5/19	2020/12/31	PEK	CGQ			"3,4,5,7"	YZ3MWHDH	89	365	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CGQ	Z	450	0	2016/5/19	2020/12/31	PEK	CGQ			"3,4,5,7"	YZ2MWHDH	59	88	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CIF	Z	190	0	2016/5/19	2020/12/31	PEK	CIF			"1,2,6"	YZ35WLDL	34	58	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CIF	Z	190	0	2016/5/19	2020/12/31	PEK	CIF			"1,2,6"	YZ28WLDL	27	33	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CIF	Z	190	0	2016/5/19	2020/12/31	PEK	CIF			"1,2,6"	YZ14WLDL	13	19	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CIF	Z	190	0	2016/5/19	2020/12/31	PEK	CIF			"1,2,6"	YZ21WLDL	20	26	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CIF	Z	200	0	2016/5/19	2020/12/31	PEK	CIF			"3,4,5,7"	YZ21WHDL	20	26	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CIF	Z	200	0	2016/5/19	2020/12/31	PEK	CIF			"3,4,5,7"	YZ28WHDL	27	33	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CIF	Z	200	0	2016/5/19	2020/12/31	PEK	CIF			"3,4,5,7"	YZ14WHDL	13	19	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CIF	Z	200	0	2016/5/19	2020/12/31	PEK	CIF			"1,2,6"	YZ3MWLDL	89	365	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CIF	Z	200	0	2016/5/19	2020/12/31	PEK	CIF			"1,2,6"	YZ2MWLDL	59	88	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CIF	Z	200	0	2016/5/19	2020/12/31	PEK	CIF			"3,4,5,7"	YZ35WHDL	34	58	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CIF	Z	200	0	2016/5/19	2020/12/31	PEK	CIF			"1,2,6"	YZ07WLDL	6	12	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CIF	Z	220	0	2016/5/19	2020/12/31	PEK	CIF			"3,4,5,7"	YZ2MWHDL	59	88	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CIF	Z	220	0	2016/5/19	2020/12/31	PEK	CIF			"3,4,5,7"	YZ3MWHDL	89	365	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CIF	Z	220	0	2016/5/19	2020/12/31	PEK	CIF			"1,2,6"	YZ21WLDH	20	26	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CIF	Z	220	0	2016/5/19	2020/12/31	PEK	CIF			"3,4,5,7"	YZ07WHDL	6	12	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CIF	Z	220	0	2016/5/19	2020/12/31	PEK	CIF			"1,2,6"	YZ35WLDH	34	58	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CIF	Z	220	0	2016/5/19	2020/12/31	PEK	CIF			"1,2,6"	YZ28WLDH	27	33	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CIF	Z	220	0	2016/5/19	2020/12/31	PEK	CIF			"1,2,6"	YZ14WLDH	13	19	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CIF	Z	220	0	2016/5/19	2020/12/31	PEK	CIF			"3,4,5,7"	YZ14WHDH	13	19	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CIF	Z	220	0	2016/5/19	2020/12/31	PEK	CIF			"3,4,5,7"	YZ35WHDH	34	58	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CIF	Z	220	0	2016/5/19	2020/12/31	PEK	CIF			"3,4,5,7"	YZ28WHDH	27	33	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CIF	Z	220	0	2016/5/19	2020/12/31	PEK	CIF			"3,4,5,7"	YZ21WHDH	20	26	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CIF	Z	240	0	2016/5/19	2020/12/31	PEK	CIF			"1,2,6"	YZ3MWLDH	89	365	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CIF	Z	240	0	2016/5/19	2020/12/31	PEK	CIF			"1,2,6"	YZ07WLDH	6	12	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CIF	Z	240	0	2016/5/19	2020/12/31	PEK	CIF			"1,2,6"	YZ2MWLDH	59	88	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CIF	Z	240	0	2016/5/19	2020/12/31	PEK	CIF			"3,4,5,7"	YZ07WHDH	6	12	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CIF	Z	240	0	2016/5/19	2020/12/31	PEK	CIF			"3,4,5,7"	YZ3MWHDH	89	365	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CIF	Z	240	0	2016/5/19	2020/12/31	PEK	CIF			"3,4,5,7"	YZ2MWHDH	59	88	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CKG	Z	440	0	2016/5/19	2020/12/31	PEK	CKG			"1,2,6"	YZ07WLDL	6	12	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CKG	Z	480	0	2016/5/19	2020/12/31	PEK	CKG			"3,4,5,7"	YZ07WHDL	6	12	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CKG	Z	500	0	2016/5/19	2020/12/31	PEK	CKG			"1,2,6"	YZ14WLDL	13	19	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CKG	Z	530	0	2016/5/19	2020/12/31	PEK	CKG			"3,4,5,7"	YZ07WHDH	6	12	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CKG	Z	530	0	2016/5/19	2020/12/31	PEK	CKG			"1,2,6"	YZ07WLDH	6	12	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CKG	Z	550	0	2016/5/19	2020/12/31	PEK	CKG			"3,4,5,7"	YZ14WHDL	13	19	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CKG	Z	590	0	2016/5/19	2020/12/31	PEK	CKG			"3,4,5,7"	YZ14WHDH	13	19	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CKG	Z	590	0	2016/5/19	2020/12/31	PEK	CKG			"1,2,6"	YZ14WLDH	13	19	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	PEK-CKG	Z	660	0	2016/5/19	2020/12/31	PEK	CKG			"1,2,6"	YZ35WLDL	34	58	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CKG	Z	660	0	2016/5/19	2020/12/31	PEK	CKG			"1,2,6"	YZ28WLDL	27	33	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CKG	Z	660	0	2016/5/19	2020/12/31	PEK	CKG			"1,2,6"	YZ21WLDL	20	26	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CKG	Z	720	0	2016/5/19	2020/12/31	PEK	CKG			"3,4,5,7"	YZ21WHDL	20	26	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CKG	Z	720	0	2016/5/19	2020/12/31	PEK	CKG			"3,4,5,7"	YZ28WHDL	27	33	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CKG	Z	720	0	2016/5/19	2020/12/31	PEK	CKG			"3,4,5,7"	YZ35WHDL	34	58	2016/5/19	2016/5/19	42:37.3	"2000/2359,0000/0830,"	45:27.7
MU	PEK-CKG	Z	790	0	2016/5/19	2020/12/31	PEK	CKG			"1,2,6"	YZ28WLDH	27	33	2016/5/19	2016/5/19	42:37.3	"0831/1959,"	45:27.7
MU	FOC-TYN	Z	600	0	2016/5/19	2020/12/31	FOC	TYN			"1,2,6"	YZ3MWLDL	89	365	2016/5/19	2016/5/19	42:43.4	"2000/2359,0000/0830,"	45:27.7
MU	FOC-TYN	Z	660	0	2016/5/19	2020/12/31	FOC	TYN			"3,4,5,7"	YZ2MWHDL	59	88	2016/5/19	2016/5/19	42:43.4	"2000/2359,0000/0830,"	45:27.7
MU	FOC-TYN	Z	660	0	2016/5/19	2020/12/31	FOC	TYN			"3,4,5,7"	YZ3MWHDL	89	365	2016/5/19	2016/5/19	42:43.4	"2000/2359,0000/0830,"	45:27.7
MU	FOC-TYN	Z	720	0	2016/5/19	2020/12/31	FOC	TYN			"3,4,5,7"	YZ3MWHDH	89	365	2016/5/19	2016/5/19	42:43.4	"0831/1959,"	45:27.7
MU	FOC-TYN	Z	720	0	2016/5/19	2020/12/31	FOC	TYN			"3,4,5,7"	YZ2MWHDH	59	88	2016/5/19	2016/5/19	42:43.4	"0831/1959,"	45:27.7
MU	FOC-TYN	Z	720	0	2016/5/19	2020/12/31	FOC	TYN			"1,2,6"	YZ2MWLDH	59	88	2016/5/19	2016/5/19	42:43.4	"0831/1959,"	45:27.7
MU	FOC-TYN	Z	720	0	2016/5/19	2020/12/31	FOC	TYN			"1,2,6"	YZ3MWLDH	89	365	2016/5/19	2016/5/19	42:43.4	"0831/1959,"	45:27.7
MU	FOC-WUH	Z	200	0	2016/5/19	2020/12/31	FOC	WUH			"1,2,6"	YZ14WLDL	13	19	2016/5/19	2016/5/19	42:43.4	"2000/2359,0000/0830,"	45:27.7
MU	FOC-WUH	Z	200	0	2016/5/19	2020/12/31	FOC	WUH			"1,2,6"	YZ21WLDL	20	26	2016/5/19	2016/5/19	42:43.4	"2000/2359,0000/0830,"	45:27.7
MU	FOC-WUH	Z	200	0	2016/5/19	2020/12/31	FOC	WUH			"1,2,6"	YZ07WLDL	6	12	2016/5/19	2016/5/19	42:43.4	"2000/2359,0000/0830,"	45:27.7
MU	FOC-WUH	Z	220	0	2016/5/19	2020/12/31	FOC	WUH			"3,4,5,7"	YZ07WHDL	6	12	2016/5/19	2016/5/19	42:43.4	"2000/2359,0000/0830,"	45:27.7
MU	FOC-WUH	Z	220	0	2016/5/19	2020/12/31	FOC	WUH			"3,4,5,7"	YZ14WHDL	13	19	2016/5/19	2016/5/19	42:43.4	"2000/2359,0000/0830,"	45:27.7
MU	FOC-WUH	Z	220	0	2016/5/19	2020/12/31	FOC	WUH			"3,4,5,7"	YZ21WHDL	20	26	2016/5/19	2016/5/19	42:43.5	"2000/2359,0000/0830,"	45:27.7
MU	FOC-WUH	Z	230	0	2016/5/19	2020/12/31	FOC	WUH			"1,2,6"	YZ35WLDL	34	58	2016/5/19	2016/5/19	42:43.5	"2000/2359,0000/0830,"	45:27.7
MU	FOC-WUH	Z	230	0	2016/5/19	2020/12/31	FOC	WUH			"1,2,6"	YZ28WLDL	27	33	2016/5/19	2016/5/19	42:43.5	"2000/2359,0000/0830,"	45:27.7
MU	FOC-WUH	Z	240	0	2016/5/19	2020/12/31	FOC	WUH			"1,2,6"	YZ21WLDH	20	26	2016/5/19	2016/5/19	42:43.5	"0831/1959,"	45:27.7
MU	FOC-WUH	Z	240	0	2016/5/19	2020/12/31	FOC	WUH			"1,2,6"	YZ14WLDH	13	19	2016/5/19	2016/5/19	42:43.5	"0831/1959,"	45:27.7
MU	FOC-WUH	Z	240	0	2016/5/19	2020/12/31	FOC	WUH			"1,2,6"	YZ07WLDH	6	12	2016/5/19	2016/5/19	42:43.5	"0831/1959,"	45:27.7
MU	FOC-WUH	Z	240	0	2016/5/19	2020/12/31	FOC	WUH			"3,4,5,7"	YZ21WHDH	20	26	2016/5/19	2016/5/19	42:43.5	"0831/1959,"	45:27.7
MU	FOC-WUH	Z	240	0	2016/5/19	2020/12/31	FOC	WUH			"3,4,5,7"	YZ07WHDH	6	12	2016/5/19	2016/5/19	42:43.5	"0831/1959,"	45:27.7
MU	FOC-WUH	Z	240	0	2016/5/19	2020/12/31	FOC	WUH			"3,4,5,7"	YZ14WHDH	13	19	2016/5/19	2016/5/19	42:43.5	"0831/1959,"	45:27.7
