status	printstatus	flightPort	airlinecardno	segmentcount	segments	fare	airportfee	oilfee	flightdate	ticketnote	ticketDate	office	pnr	system	updateDate
USED/FLOWN		CAN/XMN   	ZH	1	ZH3014/CAN/XMN//V/2016-06-21///USED/FLOWN	630	0	0	2016/6/21		2016/6/27			bipiao	17:40.6
USED/FLOWN		YNT/NKG   	ZH	1	ZH9286/YNT/NKG//S/2016-07-05///USED/FLOWN	730	100	0	2016/7/5		2016/6/20	WUX111		bipiao	18:14.8
USED/FLOWN		SZX/HAK   	ZH	1	ZH9909/SZX/HAK//V/2016-07-04///USED/FLOWN	770	100	0	2016/7/4		2016/6/20	WUX111		bipiao	16:13.3
USED/FLOWN		SZX/HAK   	ZH	1	ZH9909/SZX/HAK//V/2016-07-04///USED/FLOWN	770	100	0	2016/7/4		2016/6/20	WUX111		bipiao	17:02.3
USED/FLOWN		SZX/HAK   	ZH	1	ZH9909/SZX/HAK//V/2016-07-04///USED/FLOWN	770	100	0	2016/7/4		2016/6/20	WUX111		bipiao	16:23.4
USED/FLOWN		KMG/SZX   	ZH	1	ZH9996/KMG/SZX//S/2016-07-04///USED/FLOWN	1080	100	0	2016/7/4		2016/6/20	CSX242		bipiao	24:14.8
USED/FLOWN		KMG/SZX   	ZH	1	ZH9996/KMG/SZX//S/2016-07-04///USED/FLOWN	1080	100	0	2016/7/4		2016/6/20	CSX242		bipiao	23:42.3
USED/FLOWN		XIY/CAN   	ZH	1	ZH9554/XIY/CAN//W/2016-07-04///USED/FLOWN	1240	100	0	2016/7/4		2016/6/21	CSX242		bipiao	39:02.6
USED/FLOWN		XIY/CAN   	ZH	1	ZH9554/XIY/CAN//W/2016-07-04///USED/FLOWN	1240	100	0	2016/7/4		2016/6/21	CSX242		bipiao	39:00.4
USED/FLOWN		SZX/CKG   	ZH	1	ZHOPEN/SZX/CKG//V/2016-06-21///USED/FLOWN	1210	100	0	2016/6/21		2016/6/21	CSX242		bipiao	39:08.2
USED/FLOWN		SZX/CKG   	ZH	1	ZHOPEN/SZX/CKG//V/2016-06-21///USED/FLOWN	1340	100	0	2016/6/21		2016/6/21	CSX242		bipiao	39:31.3
USED/FLOWN		YNT/CSX   	ZH	1	ZH9453/YNT/CSX//V/2016-07-19///USED/FLOWN	1620	100	0	2016/7/19		2016/6/21	CSX242		bipiao	39:20.9
USED/FLOWN		SZX/PZI   	ZH	1	ZH9779/SZX/PZI//U/2016-07-12///USED/FLOWN	1600	100	0	2016/7/12		2016/6/21	CSX242		bipiao	39:22.7
USED/FLOWN		XIY/SZX   	ZH	1	ZH9246/XIY/SZX//A/2016-06-22///USED/FLOWN	1630	0	0	2016/6/22		2016/7/6			bipiao	02:03.0
REFUNDED		NNG/NKG   	ZH	1	ZHOPEN/NNG/NKG//W/2016-06-21///REFUNDED	1420	100	0	2016/6/21		2016/6/21	CSX242		bipiao	12:35.3
USED/FLOWN		CTU/TYN   	ZH	1	ZH9519/CTU/TYN//U/2016-07-09///USED/FLOWN	1680	100	0	2016/7/9		2016/6/21	CSX242		bipiao	13:02.4
USED/FLOWN		CTU/TYN   	ZH	1	ZH9519/CTU/TYN//U/2016-07-09///USED/FLOWN	1680	100	0	2016/7/9		2016/6/21	CSX242		bipiao	12:54.5
USED/FLOWN		NKG/KWE   	ZH	1	ZH9281/NKG/KWE//Y/2016-07-27///USED/FLOWN	1560	0	0	2016/7/27		2016/6/21	CSX242		bipiao	52:25.8
USED/FLOWN		PEK/SZX   	ZH	1	ZH9822/PEK/SZX//Y/2016-07-09///USED/FLOWN	2080	0	0	2016/7/9		2016/6/21	CTU383		bipiao	17:09.9
USED/FLOWN		XIY/YTY   	ZH	1	ZH9745/XIY/YTY//V/2016-07-06///USED/FLOWN	1360	100	0	2016/7/6		2016/6/21	WUX111		bipiao	17:21.7
REFUNDED		HGH/SZX   	ZH	1	ZHOPEN/HGH/SZX//V/2016-06-21///REFUNDED	1070	100	0	2016/6/21		2016/6/21	SZX557		bipiao	17:20.2
USED/FLOWN		XNN/CAN   	ZH	1	ZH9105/XNN/CAN//U/2016-07-01///USED/FLOWN	2480	0	0	2016/7/1		2016/8/2			bipiao	05:22.8
USED/FLOWN		CAN/SHE   	ZH	1	ZH9661/CAN/SHE//S/2016-07-04///USED/FLOWN	1740	100	0	2016/7/4		2016/6/21	CSX242		bipiao	42:42.6
USED/FLOWN		XIY/SZX   	ZH	1	ZH9256/XIY/SZX//S/2016-07-10///USED/FLOWN	1320	100	0	2016/7/10		2016/6/21	CSX242		bipiao	03:59.0
USED/FLOWN		XIY/SZX   	ZH	1	ZH9256/XIY/SZX//W/2016-07-11///USED/FLOWN	1480	100	0	2016/7/11		2016/6/21	CSX242		bipiao	06:56.4
USED/FLOWN		CTU/TYN   	ZH	1	ZH9519/CTU/TYN//U/2016-07-06///USED/FLOWN	1620	100	0	2016/7/6		2016/6/21	WUX111		bipiao	18:31.2
USED/FLOWN		NTG/XIY   	ZH	1	ZH9116/NTG/XIY//V/2016-07-07///USED/FLOWN	1250	100	0	2016/7/7		2016/6/21	CSX242		bipiao	18:57.5
USED/FLOWN		DLC/WUX   	ZH	1	ZH9562/DLC/WUX//Y/2016-07-16///USED/FLOWN	1120	0	0	2016/7/16		2016/6/21	CSX242		bipiao	19:27.1
USED/FLOWN		SYX/WUX   	ZH	1	ZH9749/SYX/WUX//Q/2016-07-10///USED/FLOWN	2580	100	0	2016/7/10		2016/6/21	WUX111		bipiao	19:17.0
USED/FLOWN		PEK/DLU   	ZH	1	ZH1419/PEK/DLU//U/2016-07-14///USED/FLOWN	2090	0	0	2016/7/14		2016/8/23			bipiao	04:54.4
USED/FLOWN		PEK/SZX   	ZH	1	ZH9970/PEK/SZX//W/2016-07-09///USED/FLOWN	1770	100	0	2016/7/9		2016/6/21	CTU179		bipiao	03:17.6
USED/FLOWN		PEK/SZX   	ZH	1	ZH9970/PEK/SZX//W/2016-07-09///USED/FLOWN	1770	100	0	2016/7/9		2016/6/21	CTU179		bipiao	03:02.1
USED/FLOWN		PEK/SZX   	ZH	1	ZH9970/PEK/SZX//W/2016-07-09///USED/FLOWN	1770	100	0	2016/7/9		2016/6/21	CTU179		bipiao	03:13.2
USED/FLOWN		PEK/SZX   	ZH	1	ZH9970/PEK/SZX//W/2016-07-09///USED/FLOWN	1770	100	0	2016/7/9		2016/6/21	CTU179		bipiao	03:19.6
USED/FLOWN		PEK/SZX   	ZH	1	ZH9970/PEK/SZX//W/2016-07-09///USED/FLOWN	1770	100	0	2016/7/9		2016/6/21	CTU179		bipiao	03:59.3
USED/FLOWN		SZX/HRB   	ZH	1	ZH9817/SZX/HRB//W/2016-07-18///USED/FLOWN	2240	100	0	2016/7/18		2016/6/21	CSX242		bipiao	20:17.6
USED/FLOWN		SZX/HRB   	ZH	1	ZH9771/SZX/HRB//W/2016-07-06///USED/FLOWN	2100	100	0	2016/7/6		2016/6/21	WUX111		bipiao	22:26.2
USED/FLOWN		XMN/NKG   	ZH	1	ZH9497/XMN/NKG//W/2016-06-28///USED/FLOWN	920	0	0	2016/6/28		2016/7/30			bipiao	27:54.9
USED/FLOWN		CTU/KHN   	ZH	1	ZHOPEN/CTU/KHN//H/2016-06-21///USED/FLOWN	2000	100	0	2016/6/21		2016/6/21	WUX111		bipiao	22:27.4
USED/FLOWN		SZX/KMG   	ZH	1	ZH9995/SZX/KMG//Y/2016-07-08///USED/FLOWN	1990	100	0	2016/7/8		2016/6/21	WUX111		bipiao	22:39.0
USED/FLOWN		SZX/KMG   	ZH	1	ZH9995/SZX/KMG//Y/2016-07-08///USED/FLOWN	1990	100	0	2016/7/8		2016/6/21	WUX111		bipiao	22:39.6
USED/FLOWN		KWE/NKG   	ZH	1	ZH9215/KWE/NKG//W/2016-07-02///USED/FLOWN	1240	0	0	2016/7/2		2016/8/1			bipiao	03:38.7
USED/FLOWN		BAV/CAN   	ZH	1	ZH9758/BAV/CAN//E/2016-07-19///USED/FLOWN	750	0	0	2016/7/19		2016/6/21	CKG216		bipiao	29:51.9
USED/FLOWN		SZX/PEK   	ZH	1	ZH1306/SZX/PEK//M/2016-06-22///USED/FLOWN	1870	0	0	2016/6/22		2016/6/23			bipiao	58:35.8
USED/FLOWN		KMG/WUX   	ZH	1	ZH9138/KMG/WUX//S/2016-07-04///USED/FLOWN	1800	100	0	2016/7/4		2016/6/21	WUX111		bipiao	27:55.8
USED/FLOWN		KMG/WUX   	ZH	1	ZH9138/KMG/WUX//S/2016-07-04///USED/FLOWN	1800	100	0	2016/7/4		2016/6/21	WUX111		bipiao	27:29.1
USED/FLOWN		KMG/WUX   	ZH	1	ZH9138/KMG/WUX//S/2016-07-04///USED/FLOWN	1800	100	0	2016/7/4		2016/6/21	WUX111		bipiao	27:53.4
USED/FLOWN		CAN/CTU   	ZH	1	ZH9673/CAN/CTU//Y/2016-07-28///USED/FLOWN	720	0	0	2016/7/28		2016/6/21	CKG216		bipiao	47:14.7
USED/FLOWN		CAN/CTU   	ZH	1	ZH9673/CAN/CTU//Y/2016-07-28///USED/FLOWN	720	0	0	2016/7/28		2016/6/21	CKG216		bipiao	47:08.3
USED/FLOWN		SZX/WXN   	ZH	1	ZHOPEN/SZX/WXN//V/2016-06-21///USED/FLOWN	1410	100	0	2016/6/21		2016/6/21	CSX242		bipiao	28:47.8
USED/FLOWN		NKG/XMN   	ZH	1	ZH9497/NKG/XMN//W/2016-07-04///USED/FLOWN	820	100	0	2016/7/4		2016/6/21	CSX242		bipiao	31:32.1
USED/FLOWN		SZX/KHN   	ZH	1	ZH9883/SZX/KHN//V/2016-07-04///USED/FLOWN	940	100	0	2016/7/4		2016/6/21	CSX242		bipiao	31:57.6
USED/FLOWN		CKG/SZX   	ZH	1	ZH9762/CKG/SZX//V/2016-07-04///USED/FLOWN	1210	100	0	2016/7/4		2016/6/21	SZX638		bipiao	32:54.3
USED/FLOWN		KMG/CAN   	ZH	1	ZH9624/KMG/CAN//W/2016-07-05///USED/FLOWN	1240	100	0	2016/7/5		2016/6/21	CSX242		bipiao	33:53.1
USED/FLOWN		KMG/CAN   	ZH	1	ZH9624/KMG/CAN//W/2016-07-05///USED/FLOWN	1240	100	0	2016/7/5		2016/6/21	CSX242		bipiao	34:03.2
USED/FLOWN		XIY/SZX   	ZH	1	ZH9242/XIY/SZX//V/2016-07-03///USED/FLOWN	1400	100	0	2016/7/3		2016/6/17	CSX242		bipiao	47:50.9
REFUNDED		DYG/KMG   	HO	1	HO1019/DYG/KMG//M/2016-07-20///REFUNDED	720	50	0	2016/7/20		2016/7/18	DKH777		bipiao	42:27.3
REFUNDED		KMG/CTU   	3U	1	3U8668/KMG/CTU//Y/2016-07-21///REFUNDED	960	50	0	2016/7/21		2016/7/18	SCH115		bipiao	42:27.3
REFUNDED		SYX/CTU   	3U	1	3U8758/SYX/CTU//N/2016-07-18///REFUNDED	500	50	0	2016/7/18		2016/7/18	SCH115		bipiao	42:28.5
REFUNDED		SHA/URC   	HO	1	HO1255/SHA/URC//M/2016-07-20///REFUNDED	2590	50	0	2016/7/20		2016/7/18	DKH777		bipiao	10:04.4
USED/FLOWN		LHW/CGO   	HU	1	HU7395/LHW/CGO//N/2016-07-04///USED/FLOWN	290	50	0	2016/7/4		2016/7/18	SHA384		bipiao	10:32.0
USED/FLOWN		TAO/SZX   	ZH	1	ZH9421/TAO/SZX//W/2016-07-06///USED/FLOWN	990	50	0	2016/7/6		2016/7/18	SZH314		bipiao	21:44.3
FLOW		KWE/FOC   	MF	1	MF8228/KWE/FOC//Y/2016-07-09///FLOW	1480	50	0	2016/7/9		2016/7/18	XMN021		bipiao	59:23.4
REFUNDED		HET/HGH   	MF	1	MF8180/HET/HGH//N/2016-07-21///REFUNDED	940	50	0	2016/7/21		2016/7/19	XMN021		bipiao	44:36.6
FLOW		TYN/FOC   	FU	1	FU6586/TYN/FOC//I/2016-07-02///FLOW	495	50	0	2016/7/2		2016/7/19	FOC023		bipiao	44:36.8
REFUNDED		TNA/SZX   	SC	1	SC1187/TNA/SZX//Q/2016-07-21///REFUNDED	1000	50	0	2016/7/21		2016/7/19	SDH999		bipiao	44:39.7
FLOW		DLC/SZX   	HU	1	HU7718/DLC/SZX//E/2016-07-06///FLOW	900	50	0	2016/7/6		2016/7/19	NKG166		bipiao	49:54.1
REFUNDED		KMG/TSN   	GS	1	GS7856/KMG/TSN//E/2016-07-09///REFUNDED	970	50	0	2016/7/9		2016/5/30	TSN319		bipiao	31:29.9
REFUNDED		CSX/URC   	GS	1	GS7502/CSX/URC//M/2016-07-02///REFUNDED	1940	50	0	2016/7/2		2016/5/30	TSN319		bipiao	31:30.3
USED/FLOWN		XMN/CKG   	MF	1	MF8471/XMN/CKG//V/2016-07-01///USED/FLOWN	1350	100	0	2016/7/1		2016/6/16	XMN021		bipiao	16:11.3
EXCHANGED		CSX/SYX   	HU	1	HU7117/CSX/SYX//E/2016-07-22///EXCHANGED	560	50	0	2016/7/22		2016/7/20	HAK969		bipiao	03:06.1
REFUNDED		XIY/HAK   	GS	1	GS7611/XIY/HAK//U/2016-07-06///REFUNDED	790	50	0	2016/7/6		2016/5/30	TSN319		bipiao	37:09.8
USED/FLOWN		TNA/CAN   	ZH	1	ZH9486/TNA/CAN//W/2016-07-01///USED/FLOWN	1320	100	0	2016/7/1		2016/6/16	CAN548		bipiao	46:32.6
LIFT/BOARDED		KWE/SHA   	HO	1	HO1210/KWE/SHA//M/2016-07-24///LIFT/BOARDED	1300	50	0	2016/7/24		2016/7/23	DKH777		bipiao	49:14.0
LIFT/BOARDED		XIY/INC   	MF	1	MF8211/XIY/INC//T/2016-07-24///LIFT/BOARDED	420	50	0	2016/7/24		2016/7/23	XMN042		bipiao	49:14.9
LIFT/BOARDED		KHN/SZX   	MF	1	MF8309/KHN/SZX//B/2016-07-24///LIFT/BOARDED	770	50	0	2016/7/24		2016/7/23	XMN042		bipiao	49:15.0
REFUNDED		LHW/CSX   	UQ	1	UQ2519/LHW/CSX//A/2016-07-10///REFUNDED	730	50	0	2016/7/10		2016/6/13	URC012		bipiao	19:40.3
REFUNDED		LZH/KWE   	GS	1	GS6474/LZH/KWE//Z/2016-07-01///REFUNDED	130	50	0	2016/7/1		2016/5/30	TSN319		bipiao	20:33.0
REFUNDED		SHA/XFN   	HO	1	HO1061/SHA/XFN//Y/2016-07-24///REFUNDED	1130	50	0	2016/7/24		2016/7/18	DKH777		bipiao	31:41.8
USED/FLOWN		SYX/CSX   	EU	1	EU2754/SYX/CSX//E/2016-07-01///USED/FLOWN	1290	100	0	2016/7/1		2016/6/16	CTU004		bipiao	10:36.0
EXCHANGED		CAN/CKG   	ZH	1	ZH9650/CAN/CKG//V/2016-07-02///EXCHANGED	1140	100	0	2016/7/2		2016/6/16	SZX637		bipiao	10:48.2
REFUNDED		SWA/CGO   	PN	1	PN6326/SWA/CGO//Q/2016-07-24///REFUNDED	1130	100	0	2016/7/24		2016/6/16			bipiao	12:11.8
USED/FLOWN		CTU/INC   	3U	1	3U8877/CTU/INC//E/2016-07-01///USED/FLOWN	950	100	0	2016/7/1		2016/6/16	WUA101		bipiao	22:09.6
REFUNDED		HET/WUH   	JD	1	JD5340/HET/WUH//V/2016-07-19///REFUNDED	310	50	0	2016/7/19		2016/7/19	CKG118		bipiao	06:38.8
FLOW		SHE/JNG   	EU	1	EU2710/SHE/JNG//R/2016-07-09///FLOW	510	50	0	2016/7/9		2016/7/19	CTU004		bipiao	55:30.2
FLOW		SZX/PEK   	HU	1	HU7702/SZX/PEK//M/2016-07-08///FLOW	1340	50	0	2016/7/8		2016/7/19	HAK969		bipiao	24:38.2
USED/FLOWN		SHA/WNZ   	HO	1	HO1101/SHA/WNZ//U/2016-07-16///USED/FLOWN	259	50	0	2016/7/16		2016/7/20	DKH777		bipiao	08:43.8
REFUNDED		XIY/TXN   	JD	1	JD5105/XIY/TXN//L/2016-07-12///REFUNDED	820	50	0	2016/7/12		2016/6/13	XIY210		bipiao	39:31.8
USED/FLOWN		BJS/KMG   	HU	1	HU7111/BJS/KMG//Q/2016-07-07///USED/FLOWN	1400	50	0	2016/7/7		2016/7/20	BJS101		bipiao	49:12.5
USED/FLOWN		CAN/TNA   	ZH	1	ZH9485/CAN/TNA//W/2016-07-01///USED/FLOWN	1240	100	0	2016/7/1		2016/6/16	CTU383		bipiao	30:53.3
USED/FLOWN		CAN/TNA   	ZH	1	ZH9485/CAN/TNA//W/2016-07-01///USED/FLOWN	1240	100	0	2016/7/1		2016/6/16	CTU383		bipiao	31:01.1
USED/FLOWN		TNA/CAN   	ZH	1	ZH9486/TNA/CAN//W/2016-07-01///USED/FLOWN	1320	100	0	2016/7/1		2016/6/16	CAN548		bipiao	41:31.7
USED/FLOWN		TNA/CAN   	ZH	1	ZH9486/TNA/CAN//W/2016-07-01///USED/FLOWN	1320	100	0	2016/7/1		2016/6/16	CAN548		bipiao	41:40.8
USED/FLOWN		TNA/CAN   	ZH	1	ZH9486/TNA/CAN//W/2016-07-01///USED/FLOWN	1320	100	0	2016/7/1		2016/6/16	CAN548		bipiao	46:18.3
USED/FLOWN		TNA/CAN   	ZH	1	ZH9486/TNA/CAN//W/2016-07-01///USED/FLOWN	1320	100	0	2016/7/1		2016/6/16	CAN548		bipiao	46:18.4
USED/FLOWN		WUX/SZX   	ZH	1	ZH9736/WUX/SZX//W/2016-07-01///USED/FLOWN	1120	100	0	2016/7/1		2016/6/16	CSX242		bipiao	46:32.9
USED/FLOWN		TNA/CAN   	ZH	1	ZH9486/TNA/CAN//W/2016-07-01///USED/FLOWN	1320	100	0	2016/7/1		2016/6/16	CAN548		bipiao	46:26.9
USED/FLOWN		HFE/HRB   	ZH	1	ZH9420/HFE/HRB//W/2016-07-01///USED/FLOWN	1350	100	0	2016/7/1		2016/6/16	SZH865		bipiao	46:37.0
USED/FLOWN		HFE/HRB   	ZH	1	ZH9420/HFE/HRB//W/2016-07-01///USED/FLOWN	1350	100	0	2016/7/1		2016/6/16	SZH865		bipiao	46:41.0
USED/FLOWN		XMN/CKG   	MF	1	MF8471/XMN/CKG//V/2016-07-01///USED/FLOWN	1380	0	0	2016/7/1		2016/6/16	XMN004		bipiao	47:20.0
USED/FLOWN		XIL/TSN   	GS	1	GS7928/XIL/TSN//E/2016-07-01///USED/FLOWN	700	100	0	2016/7/1		2016/6/16	TSN319		bipiao	48:19.4
USED/FLOWN		SYX/FOC   	JD	1	JD5369/SYX/FOC//Y/2016-07-01///USED/FLOWN	670	0	0	2016/7/1		2016/6/14	SZX637		bipiao	51:51.5
USED/FLOWN		SYX/FOC   	JD	1	JD5369/SYX/FOC//Y/2016-07-01///USED/FLOWN	670	0	0	2016/7/1		2016/6/14	SZX637		bipiao	51:55.3
USED/FLOWN		SYX/FOC   	JD	1	JD5369/SYX/FOC//Q/2016-07-01///USED/FLOWN	800	50	0	2016/7/1		2016/6/14	CKG118		bipiao	52:00.4
USED/FLOWN		DLC/CTU   	3U	1	3U8814/DLC/CTU//Y/2016-07-01///USED/FLOWN	1940	0	0	2016/7/1		2016/6/14	SCH777		bipiao	52:14.6
USED/FLOWN		DLC/CTU   	3U	1	3U8814/DLC/CTU//G/2016-07-01///USED/FLOWN	2040	100	0	2016/7/1		2016/6/14	SCH777		bipiao	52:24.7
REFUNDED		XMN/PEK   	MF	1	MF8159/XMN/PEK//V/2016-07-28///REFUNDED	1750	50	0	2016/7/28		2016/6/20	XMN050		bipiao	54:47.8
REFUNDED		XMN/PEK   	MF	1	MF8159/XMN/PEK//V/2016-07-28///REFUNDED	1750	50	0	2016/7/28		2016/6/20	XMN050		bipiao	54:49.1
REFUNDED		NNG/WUH   	EU	1	EU2703/NNG/WUH//E/2016-07-07///REFUNDED	580	50	0	2016/7/7		2016/6/6	UEA006		bipiao	55:52.8
REFUNDED		NNG/WUH   	EU	1	EU2703/NNG/WUH//E/2016-07-07///REFUNDED	580	50	0	2016/7/7		2016/6/6	UEA006		bipiao	55:52.8
REFUNDED		CKG/BHY   	EU	1	EU2718/CKG/BHY//G/2016-07-08///REFUNDED	800	50	0	2016/7/8		2016/6/8	UEA006		bipiao	55:58.6
REFUNDED		CTU/SYX   	EU	1	EU2207/CTU/SYX//L/2016-07-11///REFUNDED	1010	50	0	2016/7/11		2016/6/7	UEA006		bipiao	56:03.2
REFUNDED		CTU/SYX   	EU	1	EU2207/CTU/SYX//L/2016-07-11///REFUNDED	1010	50	0	2016/7/11		2016/6/7	UEA006		bipiao	56:03.3
REFUNDED		CTU/SYX   	EU	1	EU2207/CTU/SYX//L/2016-07-11///REFUNDED	1010	50	0	2016/7/11		2016/6/7	UEA006		bipiao	56:03.4
USED/FLOWN		SYX/SHA   	HO	1	HO1128/SYX/SHA//V/2016-07-01///USED/FLOWN	1140	50	0	2016/7/1		2016/6/8	DKH777		bipiao	51:57.5
USED/FLOWN		HLD/PEK   	CN	1	CN7102/HLD/PEK//X/2016-07-01///USED/FLOWN	680	50	0	2016/7/1		2016/6/6	HAK969		bipiao	51:57.5
USED/FLOWN		SYX/SHA   	HO	1	HO1128/SYX/SHA//V/2016-07-01///USED/FLOWN	1140	50	0	2016/7/1		2016/6/8	DKH777		bipiao	51:58.4
USED/FLOWN		YNT/NKG   	ZH	1	ZH9286/YNT/NKG//W/2016-07-01///USED/FLOWN	400	50	0	2016/7/1		2016/6/8	SZH888		bipiao	51:58.5
USED/FLOWN		PEK/HAK   	HU	1	HU7882/PEK/HAK//E/2016-07-01///USED/FLOWN	931	50	0	2016/7/1		2016/6/5	HAK969		bipiao	51:58.6
USED/FLOWN		YNT/NKG   	ZH	1	ZH9286/YNT/NKG//W/2016-07-01///USED/FLOWN	400	50	0	2016/7/1		2016/6/8	SZH888		bipiao	51:58.7
USED/FLOWN		CSX/NKG   	HU	1	HU7843/CSX/NKG//U/2016-07-01///USED/FLOWN	400	50	0	2016/7/1		2016/6/8	HAK969		bipiao	51:58.7
USED/FLOWN		CGO/LHW   	SC	1	SC4779/CGO/LHW//L/2016-07-01///USED/FLOWN	770	50	0	2016/7/1		2016/6/6	SDH999		bipiao	51:58.7
USED/FLOWN		SYX/LHW   	HU	1	HU7341/SYX/LHW//E/2016-07-01///USED/FLOWN	960	50	0	2016/7/1		2016/6/8	HAK969		bipiao	51:58.7
USED/FLOWN		DLC/NAY   	KN	1	KN5516/DLC/NAY//P/2016-07-01///USED/FLOWN	456	50	0	2016/7/1		2016/6/5	NAY006		bipiao	52:00.0
USED/FLOWN		CTU/WUX   	ZH	1	ZH9528/CTU/WUX//Q/2016-07-01///USED/FLOWN	1100	50	0	2016/7/1		2016/6/8	SZH888		bipiao	52:00.0
USED/FLOWN		ZUH/CKG   	PN	1	PN6264/ZUH/CKG//X/2016-07-01///USED/FLOWN	480	50	0	2016/7/1		2016/6/5			bipiao	52:00.0
USED/FLOWN		UYN/PEK   	HU	1	HU7288/UYN/PEK//X/2016-07-01///USED/FLOWN	440	50	0	2016/7/1		2016/6/6	HAK969		bipiao	52:00.0
REFUNDED		LJG/PVG   	HO	1	HO1074/LJG/PVG//M/2016-07-02///REFUNDED	2060	50	0	2016/7/2		2016/3/24	DKH777		bipiao	24:02.2
LIFT/BOARDED		PVG/OKA   	HO	1	HO1331/PVG/OKA//W/2016-07-02///LIFT/BOARDED	980	0	280	2016/7/2		2016/3/17	DKH888		bipiao	23:46.9
LIFT/BOARDED		PVG/KIX   	HO	1	HO1339/PVG/KIX//V/2016-07-02///LIFT/BOARDED	1500	90	280	2016/7/2		2016/3/12	DKH888		bipiao	24:02.3
LIFT/BOARDED		YNT/HGH   	GJ	1	GJ8826/YNT/HGH//U/2016-07-02///LIFT/BOARDED	480	50	0	2016/7/2		2016/6/1	HGH068		bipiao	24:20.8
LIFT/BOARDED		YNT/HGH   	GJ	1	GJ8826/YNT/HGH//U/2016-07-02///LIFT/BOARDED	480	50	0	2016/7/2		2016/6/1	HGH068		bipiao	24:20.8
LIFT/BOARDED		FOC/TYN   	FU	1	FU6585/FOC/TYN//U/2016-07-02///LIFT/BOARDED	770	50	0	2016/7/2		2016/6/4	FOC023		bipiao	24:20.8
LIFT/BOARDED		CGO/KMG   	KY	1	KY8258/CGO/KMG//S/2016-07-02///LIFT/BOARDED	830	50	0	2016/7/2		2016/6/1	SZX666		bipiao	24:51.2
LIFT/BOARDED		NKG/KMG   	KY	1	KY8204/NKG/KMG//E/2016-07-02///LIFT/BOARDED	860	50	0	2016/7/2		2016/6/4	SZX200		bipiao	24:41.0
LIFT/BOARDED		CGO/KMG   	KY	1	KY8258/CGO/KMG//S/2016-07-02///LIFT/BOARDED	830	50	0	2016/7/2		2016/6/1	SZX666		bipiao	24:51.2
LIFT/BOARDED		CGO/KMG   	KY	1	KY8258/CGO/KMG//S/2016-07-02///LIFT/BOARDED	830	50	0	2016/7/2		2016/6/1	SZX666		bipiao	24:46.1
LIFT/BOARDED		SJW/XIY   	NS	1	NS3283/SJW/XIY//Y/2016-07-02///LIFT/BOARDED	800	50	0	2016/7/2		2016/6/1	SJW116		bipiao	24:51.2
LIFT/BOARDED		SJW/XIY   	NS	1	NS3283/SJW/XIY//Y/2016-07-02///LIFT/BOARDED	800	50	0	2016/7/2		2016/6/1	SJW116		bipiao	24:51.2
LIFT/BOARDED		NAY/CTU   	KN	1	KN5215/NAY/CTU//V/2016-07-02///LIFT/BOARDED	680	50	0	2016/7/2		2016/6/2	NAY009		bipiao	24:56.3
LIFT/BOARDED		NAY/CTU   	KN	1	KN5217/NAY/CTU//V/2016-07-02///LIFT/BOARDED	680	50	0	2016/7/2		2016/6/2	NAY009		bipiao	24:51.2
LIFT/BOARDED		SJW/XIY   	NS	1	NS3283/SJW/XIY//Y/2016-07-02///LIFT/BOARDED	800	50	0	2016/7/2		2016/6/1	SJW116		bipiao	24:51.2
LIFT/BOARDED		NAY/CTU   	KN	1	KN5217/NAY/CTU//V/2016-07-02///LIFT/BOARDED	680	50	0	2016/7/2		2016/6/2	NAY009		bipiao	24:51.2
LIFT/BOARDED		NAY/CTU   	KN	1	KN5215/NAY/CTU//V/2016-07-02///LIFT/BOARDED	680	50	0	2016/7/2		2016/6/2	NAY009		bipiao	24:56.3
LIFT/BOARDED		CGO/KMG   	KY	1	KY8258/CGO/KMG//S/2016-07-02///LIFT/BOARDED	830	50	0	2016/7/2		2016/6/1	SZX666		bipiao	24:51.2
LIFT/BOARDED		PEK/ERL   	JD	1	JD5357/PEK/ERL//Z/2016-07-02///LIFT/BOARDED	230	50	0	2016/7/2		2016/5/31	XIY261		bipiao	25:16.6
LIFT/BOARDED		CTU/NAY   	KN	1	KN5218/CTU/NAY//V/2016-07-02///LIFT/BOARDED	680	50	0	2016/7/2		2016/6/2	NAY009		bipiao	24:51.2
LIFT/BOARDED		NAY/CTU   	KN	1	KN5215/NAY/CTU//V/2016-07-02///LIFT/BOARDED	680	50	0	2016/7/2		2016/6/2	NAY009		bipiao	24:56.3
LIFT/BOARDED		PEK/ERL   	JD	1	JD5357/PEK/ERL//Z/2016-07-02///LIFT/BOARDED	230	50	0	2016/7/2		2016/5/31	XIY261		bipiao	25:16.6
LIFT/BOARDED		YIH/LHW   	FU	1	FU6581/YIH/LHW//X/2016-07-02///LIFT/BOARDED	630	50	0	2016/7/2		2016/6/3	FOC030		bipiao	25:21.6
LIFT/BOARDED		TYN/FOC   	FU	1	FU6586/TYN/FOC//E/2016-07-02///LIFT/BOARDED	680	50	0	2016/7/2		2016/6/5	FOC023		bipiao	25:21.7
LIFT/BOARDED		YIH/LHW   	FU	1	FU6581/YIH/LHW//X/2016-07-02///LIFT/BOARDED	630	50	0	2016/7/2		2016/6/3	FOC030		bipiao	25:21.7
